question,answer
"In the context of the C64, What is the description of the ILOAD instruction at address $0330-0331 in the Commodore 64 Kernal?",ILOAD     address $0330-0331   is: Vector: Indirect entry to Kernal LOAD    Routine ($F4A5).
"In the context of the C64, What is the purpose of the FNMIDX address $009E?",FNMIDX    address $009E        is: Index to Cassette File name/Header ID for Tape write.
"In the context of the C64, What is the function of the address $00AE-00AF?",EAL       address $00AE-00AF   is: Tape End Address/End of Program.
"In the context of the C64, What is the description of the memory range $03C0-03FE?",SPR15     address $03C0-03FE   is: Sprite #15.
"In the context of the C64, What is the description of the address $D00D in the memory map of C64?",address $D00D is Sprite 6 Y Pos
"In the context of the C64, What is the purpose of bits 7-6 in address D016?",address D016 bit 7-6 is	Unused
"In the context of the C64, What does the $D413 bits 7-4 register control ?",address $D413 bits 7-4 is:	Select Attack Cycle Duration: 0-15
"In the context of the C64, What is the function of bit 5 at address $D418?",address $D418 bit 5	is: Select Filter Band-Pass Mode: 1 = On
"In the context of the C64, What is the explanation for the address $0069?",ARGEXP address  $0069       is:   AFAC Exponent.
"In the context of the C64, What is the purpose of the memory address $004B-004C ?","VARTXT address  $004B-004C  is:   Temporary storage for TXTPTR during READ, INPUT and GET."
"In the context of the C64, What is the description of the memory address range $0031-0032 in a Commodore 64 computer?",STREND address  $0031-0032  is:   Pointer: End of BASIC Arrays + 1.
"In the context of the C64, What does the INPFLG address $0011 represent ?","INPFLG address  $0011       is:   Input Flag: $00 = INPUT, $40 = GET, $98 = READ."
"In the context of the C64, What is the description of the memory location $0002?",TEMP   address  $0002       is:   Unused. Free for user programs.
"In the context of the C64, What is the purpose of the CHANNL address $0013 ?",CHANNL address  $0013       is:   File number of current Input Device.
"In the context of the C64, What is the function of the ADRAY2 address $0005-0006 in the CPU?",ADRAY2 address  $0005-0006  is:   Jump Vector: Convert Integer in (A/Y) to Floating point in (FAC); ($B391).
"In the context of the C64, What is the purpose of the memory location at address $0068?",BITS   address  $0068       is:   Bit Overflow Area during normalisation Routine.
"In the context of the C64, What does the VARPNT address $0047-0048 contain?","VARPNT address  $0047-0048  is:   Pointer: to value of (VARNAM) if Integer, to descriptor if String."
"In the context of the C64, What is the description of the address $D40D in a MIDI controller?","address $D40D	bits			0 is	Gate Bit: 1 = Start Att/Dec/Sus, 0 = Start Release"
"In the context of the C64, What is the function of bit 7 at address $D418?","address $D418 bit 7	is: Cut-Off Voice 3 Output: 1 = Off, 0 = On"
"In the context of the C64, What is the description of memory address $D40E ?",address $D40E	is 			Voice 3: Frequency Control - Low-Byte
"In the context of the C64, What is the description of the memory address $D00B in the C64 memory map?",address $D00B is Sprite 5 Y Pos
"In the context of the C64, What is the description of address D014?",address D014 is:	Light-Pen Latch Y Pos
"In the context of the C64, What is the description of the PTR2 address $009F?",PTR2      address $009F        is: Tape Error log pass 2.
"In the context of the C64, What is the description of the memory location $032C-032D?",ICLALL    address $032C-032D   is: Vector: Indirect entry to Kernal CLALL     Routine ($F32F).
"In the context of the C64, What is the description of the memory block located at addresses $0340-037E?",SPR13     address $0340-037E   is: Sprite #13.
"In the context of the C64, What is the description of the memory location $00B2-00B3?",TAPE1     address $00B2-00B3   is: Pointer: Start Address of Tape Buffer ($033C).
"In the context of the C64, What is the address of the kernel routine for the readst function in a Commodore 64?",kernal routine address for readst	= $ffb7
"In the context of the C64, What is the kernel routine address for the setmsg function in a certain computer system?",kernal routine address for setmsg	= $ff90
"In the context of the C64, What is the kernel routine address for TKS-A?",kernal routine address for tksa	= $ff96
"In the context of the C64, What is the kernel routine address for UDTIM in the Commodore 64?",kernal routine address for udtim	= $ffea
"In the context of the C64, What is the memory address of the kernel routine for setting the filename in Commodore 64?",kernal routine address for setnam	= $ffbd
"In the context of the C64, What is the kernel routine address for RDTIM?",kernal routine address for rdtim	= $ffde
"In the context of the C64, What is the function of the memory region located at address $033C-03FB?",TBUFFR    address $033C-03FB   is: Tape I/O Buffer.
"In the context of the C64, What is the function of the memory address $00B0-00B1?",CMPO      address $00B0-00B1   is: Tape timing Constants.
"In the context of the C64, What is the description of the PTR1 address $009E?",PTR1      address $009E        is: Tape Error log pass 1.
"In the context of the C64, What is the description of the IGETIN vector in the Commodore 64 Kernal?",IGETIN    address $032A-032B   is: Vector: Indirect entry to Kernal GETIN     Routine ($F13E).
"In the context of the C64, What does address D015 control on a C64?",address D015 is:	Sprite display Enable: 1 = Enable
"In the context of the C64, What is the description of the memory address $D00C in the C64 memory map?",address $D00C is Sprite 6 X Pos
"In the context of the C64, What does the address $D40D bits 3-0 control in a device?",address $D40D	bits 3-0 is:	Select Release Cycle Duration: O-15
"In the context of the C64, What is the instruction associated with memory address $D418?",address $D418	Select Filter Mode and Volume
"In the context of the C64, What is the function of bit $D40D in the device's configuration?","address $D40D	bits			1 is	Synchronize Osc. 3 with Osc. 2 Frequency, 1 = On"
"In the context of the C64, What is the purpose of the address $0049-004A?",FORPNT address  $0049-004A  is:   Pointer: Index Variable for FOR/NEXT loop.
"In the context of the C64, What is the description of the memory address range $0069-006E ?",AFAC   address  $0069-006E  is:   Auxiliary Floating point Accumulator.
"In the context of the C64, What is the description of the memory address $0003-0004?",ADRAY1 address  $0003-0004  is:   Jump Vector: Convert FAC to Integer in (A/Y) ($B1AA).
"In the context of the C64, What is the description of the TANSGN address $0012?",TANSGN address  $0012       is:   Flag: TAN sign/Comparative result.
"In the context of the C64, What does the INTFLG at address $000E represent in a data type?","INTFLG address  $000E       is:   Data type Flag: $00 = Floating point, $80 = Integer."
"In the context of the C64, What is the purpose of the memory address $0007-0008 ?",INTEGR address  $0007-0008  is:   Temporary Integer during OR/AND.
"In the context of the C64, What is the description of the FACHO address $0062-0065?",FACHO  address  $0062-0065  is:   FAC Mantissa.
"In the context of the C64, What does the FOUR6 address $0053 represents?",FOUR6  address  $0053       is:   Length of String Variable during Garbege collection.
"In the context of the C64, What is the description of the address $D40D?",address $D40D	bits			3 is	Test Bit: 1 = Disable Oscillator 1
"In the context of the C64, What does the $D413 address bits 3-0 control ?",address $D413 bits 3-0 is:	Select Decay Cycle Duration: 0-15
"In the context of the C64, What is the function of bits 7-4 at address $D417 ?",address $D417	bits 7-4 is	Select Filter Resonance: 0-15
"In the context of the C64, What is the function of memory address $D010 in the context of Commodore 64 graphics?",address $D010 is Sprites 0-7 X Pos (msb of X coord.)
"In the context of the C64, What is the function of the D011 register bits 2-0?",Address	D011	BIT 2-0	is Smooth Scroll to Y Dot-Position (0-7)
"In the context of the C64, What is the description of the memory address $D00A in the C64 memory map?",address $D00A is Sprite 5 X Pos
"In the context of the C64, What is the memory address of the kernel routine for the GETIN function in the Commodore 64?",kernal routine address for getin	= $ffe4
"In the context of the C64, What is the description of the ICLCHR address $0322-0323 in the Kernal routine?",ICLRCH    address $0322-0323   is: Vector: Indirect entry to Kernal CLRCHN     Routine ($F333).
"In the context of the C64, What is the function of the TBTCNT at address $00A4?",TBTCNT    address $00A4        is: Pulse Counter Tape Read or Write/Serial Bus shift Counter.
"In the context of the C64, What is the description of the memory location at address $00AA?",RIDATA    address $00AA        is: RS232 Input Byte Buffer/Tape temporary.
"In the context of the C64, What is the description of the memory address range $03FC-03FF?",TEMP      address $03FC-03FF   is: Unused.
"In the context of the C64, What is the address of the kernel routine for the screen in a Commodore 64?",kernal routine address for screen	= $ffed
"In the context of the C64, What is the address of the kernel routine for the vector table in a typical 6502-based system?",kernal routine address for vector	= $ff8d
"In the context of the C64, What is the kernel routine address for SCNKEY?",kernal routine address for scnkey	= $ff9f
"In the context of the C64, What is the function of the RIPRTY register at address $00AB?",RIPRTY    address $00AB        is: RS232 Input parity/Tape temporary.
